High Level	19-10-2021T01:12:04	19-10-2021T01:12:12
Emergency Stop	19-10-2021T01:12:09	19-10-2021T01:12:13
Motor Fault	19-10-2021T01:12:16	19-10-2021T01:12:17
Low Level	19-10-2021T01:12:26	19-10-2021T01:12:27
Motor Fault	19-10-2021T01:12:59	19-10-2021T01:13:12
Low Level	19-10-2021T01:13:38	19-10-2021T01:13:42
Pressure Switch	19-10-2021T01:15:45	19-10-2021T01:15:48
Emergency Stop	19-10-2021T01:15:51	19-10-2021T01:16:03
Motor Fault	19-10-2021T01:16:31	19-10-2021T01:16:42
Motor Fault	19-10-2021T01:16:33	19-10-2021T01:16:46
Low Level	19-10-2021T01:16:51	19-10-2021T01:16:55
Pressure Switch	19-10-2021T01:16:51	19-10-2021T01:16:56
Pressure Switch	19-10-2021T01:17:19	19-10-2021T01:17:20
Emergency Stop	19-10-2021T01:17:32	19-10-2021T01:17:36
High Level	19-10-2021T01:18:37	19-10-2021T01:18:39
Pressure Switch	19-10-2021T01:19:09	19-10-2021T01:19:19
Motor Fault	19-10-2021T01:21:01	19-10-2021T01:21:12
High Level	19-10-2021T01:21:57	19-10-2021T01:22:03
Low Level	19-10-2021T01:22:23	19-10-2021T01:22:26
Motor Fault	19-10-2021T01:22:35	19-10-2021T01:22:46
Pressure Switch	19-10-2021T01:22:50	19-10-2021T01:22:51
Low Level	19-10-2021T01:23:25	19-10-2021T01:23:27
Low Level	19-10-2021T01:24:14	19-10-2021T01:24:26
Low Level	19-10-2021T01:24:39	19-10-2021T01:24:52
Low Level	19-10-2021T01:24:44	19-10-2021T01:24:52
High Level	19-10-2021T01:25:34	19-10-2021T01:25:37
Pressure Switch	19-10-2021T01:25:43	19-10-2021T01:25:45
Motor Fault	19-10-2021T01:25:47	19-10-2021T01:25:55
Pressure Switch	19-10-2021T01:26:03	19-10-2021T01:26:13
Low Level	19-10-2021T01:26:05	19-10-2021T01:26:18
Pressure Switch	19-10-2021T01:27:20	19-10-2021T01:27:29
Low Level	19-10-2021T01:27:38	19-10-2021T01:27:49
Emergency Stop	19-10-2021T01:28:38	19-10-2021T01:28:48
Motor Fault	19-10-2021T01:29:00	19-10-2021T01:29:03
Low Level	19-10-2021T01:29:07	19-10-2021T01:29:16
High Level	19-10-2021T01:29:21	19-10-2021T01:29:29
Low Level	19-10-2021T01:30:06	19-10-2021T01:30:11
Low Level	19-10-2021T01:30:21	19-10-2021T01:30:25
High Level	19-10-2021T01:30:26	19-10-2021T01:30:30
Motor Fault	19-10-2021T01:30:48	19-10-2021T01:30:59
Motor Fault	19-10-2021T01:31:20	19-10-2021T01:31:33
Motor Fault	19-10-2021T01:31:59	19-10-2021T01:32:12
High Level	19-10-2021T01:31:59	19-10-2021T01:32:08
Motor Fault	19-10-2021T01:32:02	19-10-2021T01:32:10
Low Level	19-10-2021T01:32:46	19-10-2021T01:32:58
High Level	19-10-2021T01:32:46	19-10-2021T01:32:59
Motor Fault	19-10-2021T01:33:03	19-10-2021T01:33:09
Low Level	19-10-2021T01:33:04	19-10-2021T01:33:16
Low Level	19-10-2021T01:33:57	19-10-2021T01:34:05
Pressure Switch	19-10-2021T01:34:00	19-10-2021T01:34:05
Motor Fault	19-10-2021T01:34:08	19-10-2021T01:34:10
Motor Fault	19-10-2021T01:34:17	19-10-2021T01:34:27
Low Level	19-10-2021T01:34:19	19-10-2021T01:34:25
Emergency Stop	19-10-2021T01:34:52	19-10-2021T01:34:56
Low Level	19-10-2021T01:35:26	19-10-2021T01:35:38
Motor Fault	19-10-2021T01:35:49	19-10-2021T01:35:54
Motor Fault	19-10-2021T01:35:53	19-10-2021T01:35:54
Emergency Stop	19-10-2021T01:36:06	19-10-2021T01:36:17
Low Level	19-10-2021T01:36:31	19-10-2021T01:36:44
Emergency Stop	19-10-2021T01:36:56	19-10-2021T01:37:04
Pressure Switch	19-10-2021T01:37:17	19-10-2021T01:37:26
Emergency Stop	19-10-2021T01:37:38	19-10-2021T01:37:45
Motor Fault	19-10-2021T01:37:59	19-10-2021T01:38:10
Emergency Stop	19-10-2021T01:40:56	19-10-2021T01:40:58
Motor Fault	19-10-2021T01:41:37	19-10-2021T01:41:42
Pressure Switch	19-10-2021T01:41:56	19-10-2021T01:42:09
Emergency Stop	19-10-2021T01:42:06	19-10-2021T01:42:07
Pressure Switch	19-10-2021T01:42:14	19-10-2021T01:42:17
Pressure Switch	19-10-2021T01:42:19	19-10-2021T01:42:28
Motor Fault	19-10-2021T01:42:24	19-10-2021T01:42:32
Motor Fault	19-10-2021T01:42:48	19-10-2021T01:42:57
Pressure Switch	19-10-2021T01:42:59	19-10-2021T01:43:00
High Level	19-10-2021T01:43:18	19-10-2021T01:43:29
Low Level	19-10-2021T01:43:37	19-10-2021T01:43:44
Pressure Switch	19-10-2021T01:44:04	19-10-2021T01:44:07
High Level	19-10-2021T01:44:55	19-10-2021T01:44:59
Low Level	19-10-2021T01:45:27	19-10-2021T01:45:32
Pressure Switch	19-10-2021T01:45:32	19-10-2021T01:45:35
High Level	19-10-2021T01:45:52	19-10-2021T01:46:05
Motor Fault	19-10-2021T01:47:35	19-10-2021T01:47:43
High Level	19-10-2021T01:47:42	19-10-2021T01:47:46
Low Level	19-10-2021T01:47:42	19-10-2021T01:47:46
High Level	19-10-2021T01:48:04	19-10-2021T01:48:12
Motor Fault	19-10-2021T01:48:15	19-10-2021T01:48:23
Pressure Switch	19-10-2021T01:48:38	19-10-2021T01:48:49
Motor Fault	19-10-2021T01:49:08	19-10-2021T01:49:14
Emergency Stop	19-10-2021T01:49:48	19-10-2021T01:49:55
Pressure Switch	19-10-2021T01:50:03	19-10-2021T01:50:16
Motor Fault	19-10-2021T01:51:58	19-10-2021T01:52:05
Motor Fault	19-10-2021T01:52:09	19-10-2021T01:52:20
Low Level	19-10-2021T01:52:14	19-10-2021T01:52:22
Low Level	19-10-2021T01:52:29	19-10-2021T01:52:35
Low Level	19-10-2021T01:54:46	19-10-2021T01:54:56
High Level	19-10-2021T01:55:12	19-10-2021T01:55:14
Pressure Switch	19-10-2021T01:55:20	19-10-2021T01:55:23
Motor Fault	19-10-2021T01:55:53	19-10-2021T01:55:58
Motor Fault	19-10-2021T01:56:10	19-10-2021T01:56:19
High Level	19-10-2021T01:56:20	19-10-2021T01:56:32
Low Level	19-10-2021T01:56:42	19-10-2021T01:56:49
Low Level	19-10-2021T01:57:07	19-10-2021T01:57:20
Pressure Switch	19-10-2021T01:57:35	19-10-2021T01:57:43
Motor Fault	19-10-2021T01:57:51	19-10-2021T01:57:54
Motor Fault	19-10-2021T01:58:08	19-10-2021T01:58:17
High Level	19-10-2021T01:58:30	19-10-2021T01:58:35
Pressure Switch	19-10-2021T01:58:42	19-10-2021T01:58:52
Motor Fault	19-10-2021T01:58:53	19-10-2021T01:58:59
Pressure Switch	19-10-2021T01:59:23	19-10-2021T01:59:35
Low Level	19-10-2021T01:59:26	19-10-2021T01:59:33
High Level	19-10-2021T02:00:19	19-10-2021T02:00:31
Motor Fault	19-10-2021T02:01:13	19-10-2021T02:01:21
Motor Fault	19-10-2021T02:01:40	19-10-2021T02:01:51
High Level	19-10-2021T02:02:36	19-10-2021T02:02:43
Motor Fault	19-10-2021T02:02:55	19-10-2021T02:03:00
Motor Fault	19-10-2021T02:03:18	19-10-2021T02:03:19
High Level	19-10-2021T02:03:41	19-10-2021T02:03:47
Pressure Switch	19-10-2021T02:04:39	19-10-2021T02:04:52
Low Level	19-10-2021T02:07:44	19-10-2021T02:07:45
Low Level	19-10-2021T02:08:14	19-10-2021T02:08:15
Low Level	19-10-2021T02:08:55	19-10-2021T02:09:08
Pressure Switch	19-10-2021T02:09:55	19-10-2021T02:10:04
Motor Fault	19-10-2021T02:10:03	19-10-2021T02:10:10
Low Level	19-10-2021T02:10:15	19-10-2021T02:10:26
High Level	19-10-2021T02:10:26	19-10-2021T02:10:32
Low Level	19-10-2021T02:10:42	19-10-2021T02:10:43
Motor Fault	19-10-2021T02:11:28	19-10-2021T02:11:33
Motor Fault	19-10-2021T02:13:21	19-10-2021T02:13:33
Low Level	19-10-2021T02:13:24	19-10-2021T02:13:36
Motor Fault	19-10-2021T02:13:25	19-10-2021T02:13:38
High Level	19-10-2021T02:13:27	19-10-2021T02:13:39
Pressure Switch	19-10-2021T02:13:53	19-10-2021T02:13:54
Low Level	19-10-2021T02:14:32	19-10-2021T02:14:43
Low Level	19-10-2021T02:14:52	19-10-2021T02:14:58
Motor Fault	19-10-2021T02:14:59	19-10-2021T02:15:00
High Level	19-10-2021T02:15:18	19-10-2021T02:15:30
Motor Fault	19-10-2021T02:16:57	19-10-2021T02:17:07
Motor Fault	19-10-2021T02:17:57	19-10-2021T02:18:03
Low Level	19-10-2021T02:18:09	19-10-2021T02:18:18
Motor Fault	19-10-2021T02:18:17	19-10-2021T02:18:19
Low Level	19-10-2021T02:18:37	19-10-2021T02:18:38
High Level	19-10-2021T02:20:22	19-10-2021T02:20:31
High Level	19-10-2021T02:20:47	19-10-2021T02:21:00
Motor Fault	19-10-2021T02:21:01	19-10-2021T02:21:10
Pressure Switch	19-10-2021T02:21:19	19-10-2021T02:21:28
Low Level	19-10-2021T02:21:55	19-10-2021T02:21:59
Motor Fault	19-10-2021T02:22:19	19-10-2021T02:22:20
Motor Fault	19-10-2021T02:22:43	19-10-2021T02:22:52
Pressure Switch	19-10-2021T02:22:52	19-10-2021T02:22:53
Pressure Switch	19-10-2021T02:23:32	19-10-2021T02:23:45
High Level	19-10-2021T02:23:40	19-10-2021T02:23:42
Pressure Switch	19-10-2021T02:24:25	19-10-2021T02:24:35
Low Level	19-10-2021T02:25:01	19-10-2021T02:25:06
Pressure Switch	19-10-2021T02:25:24	19-10-2021T02:25:36
Emergency Stop	19-10-2021T02:25:50	19-10-2021T02:25:51
High Level	19-10-2021T02:25:57	19-10-2021T02:26:05
High Level	19-10-2021T02:27:27	19-10-2021T02:27:28
High Level	19-10-2021T02:27:54	19-10-2021T02:28:04
High Level	19-10-2021T02:28:30	19-10-2021T02:28:39
Pressure Switch	19-10-2021T02:28:55	19-10-2021T02:29:03
Low Level	19-10-2021T02:29:15	19-10-2021T02:29:19
Pressure Switch	19-10-2021T02:29:22	19-10-2021T02:29:33
Low Level	19-10-2021T02:30:03	19-10-2021T02:30:09
High Level	19-10-2021T02:30:21	19-10-2021T02:30:28
High Level	19-10-2021T02:30:26	19-10-2021T02:30:28
Motor Fault	19-10-2021T02:30:51	19-10-2021T02:30:59
High Level	19-10-2021T02:31:26	19-10-2021T02:31:29
Motor Fault	19-10-2021T02:31:38	19-10-2021T02:31:51
Emergency Stop	19-10-2021T02:31:53	19-10-2021T02:32:00
Low Level	19-10-2021T02:32:10	19-10-2021T02:32:15
Pressure Switch	19-10-2021T02:32:12	19-10-2021T02:32:21
Emergency Stop	19-10-2021T02:32:31	19-10-2021T02:32:37
Pressure Switch	19-10-2021T02:32:39	19-10-2021T02:32:52
Pressure Switch	19-10-2021T02:33:03	19-10-2021T02:33:07
Low Level	19-10-2021T02:33:06	19-10-2021T02:33:12
Low Level	19-10-2021T02:33:37	19-10-2021T02:33:48
Pressure Switch	19-10-2021T02:33:43	19-10-2021T02:33:51
Motor Fault	19-10-2021T02:34:00	19-10-2021T02:34:03
Low Level	19-10-2021T02:34:10	19-10-2021T02:34:13
Pressure Switch	19-10-2021T02:34:11	19-10-2021T02:34:12
Low Level	19-10-2021T02:35:52	19-10-2021T02:35:53
Low Level	19-10-2021T02:37:16	19-10-2021T02:37:20
Pressure Switch	19-10-2021T02:37:28	19-10-2021T02:37:37
Motor Fault	19-10-2021T02:37:46	19-10-2021T02:37:54
Motor Fault	19-10-2021T02:37:55	19-10-2021T02:37:58
High Level	19-10-2021T02:38:14	19-10-2021T02:38:18
High Level	19-10-2021T02:38:54	19-10-2021T02:39:01
Motor Fault	19-10-2021T02:39:01	19-10-2021T02:39:05
High Level	19-10-2021T02:39:02	19-10-2021T02:39:15
High Level	19-10-2021T02:39:49	19-10-2021T02:39:54
Pressure Switch	19-10-2021T02:40:31	19-10-2021T02:40:33
High Level	19-10-2021T02:40:45	19-10-2021T02:40:58
Motor Fault	19-10-2021T02:40:51	19-10-2021T02:40:56
High Level	19-10-2021T02:41:50	19-10-2021T02:41:58
Pressure Switch	19-10-2021T02:41:52	19-10-2021T02:42:00
Low Level	19-10-2021T02:41:55	19-10-2021T02:42:08
Low Level	19-10-2021T02:42:14	19-10-2021T02:42:16
Low Level	19-10-2021T02:42:43	19-10-2021T02:42:48
High Level	19-10-2021T02:42:51	19-10-2021T02:43:03
Motor Fault	19-10-2021T02:42:55	19-10-2021T02:43:04
Emergency Stop	19-10-2021T02:43:17	19-10-2021T02:43:29
Pressure Switch	19-10-2021T02:43:45	19-10-2021T02:43:46
Pressure Switch	19-10-2021T02:44:11	19-10-2021T02:44:22
Motor Fault	19-10-2021T02:44:28	19-10-2021T02:44:33
Low Level	19-10-2021T02:44:36	19-10-2021T02:44:41
Motor Fault	19-10-2021T02:44:42	19-10-2021T02:44:49
Pressure Switch	19-10-2021T02:45:16	19-10-2021T02:45:18
Pressure Switch	19-10-2021T02:45:23	19-10-2021T02:45:34
High Level	19-10-2021T02:45:44	19-10-2021T02:45:49
Motor Fault	19-10-2021T02:45:48	19-10-2021T02:45:54
Emergency Stop	19-10-2021T02:46:16	19-10-2021T02:46:18
Motor Fault	19-10-2021T02:46:47	19-10-2021T02:46:51
Pressure Switch	19-10-2021T02:46:55	19-10-2021T02:47:04
Motor Fault	19-10-2021T02:47:01	19-10-2021T02:47:10
Motor Fault	19-10-2021T02:47:11	19-10-2021T02:47:21
High Level	19-10-2021T02:47:13	19-10-2021T02:47:24
Motor Fault	19-10-2021T02:47:30	19-10-2021T02:47:31
Pressure Switch	19-10-2021T02:47:41	19-10-2021T02:47:51
Pressure Switch	19-10-2021T02:48:02	19-10-2021T02:48:10
Motor Fault	19-10-2021T02:48:53	19-10-2021T02:49:02
Motor Fault	19-10-2021T02:49:09	19-10-2021T02:49:16
Motor Fault	19-10-2021T02:49:17	19-10-2021T02:49:30
Low Level	19-10-2021T02:49:28	19-10-2021T02:49:38
Emergency Stop	19-10-2021T02:49:36	19-10-2021T02:49:47
Pressure Switch	19-10-2021T02:49:39	19-10-2021T02:49:46
Motor Fault	19-10-2021T02:49:49	19-10-2021T02:49:55
Low Level	19-10-2021T02:49:55	19-10-2021T02:50:00
Motor Fault	19-10-2021T02:50:21	19-10-2021T02:50:22
Emergency Stop	19-10-2021T02:51:16	19-10-2021T02:51:18
Pressure Switch	19-10-2021T02:52:04	19-10-2021T02:52:12
High Level	19-10-2021T02:52:22	19-10-2021T02:52:28
Emergency Stop	19-10-2021T02:52:34	19-10-2021T02:52:36
Low Level	19-10-2021T02:52:52	19-10-2021T02:52:54
Motor Fault	19-10-2021T02:53:36	19-10-2021T02:53:43
Pressure Switch	19-10-2021T02:54:23	19-10-2021T02:54:24
Low Level	19-10-2021T02:56:09	19-10-2021T02:56:21
Pressure Switch	19-10-2021T02:56:20	19-10-2021T02:56:30
High Level	19-10-2021T02:56:35	19-10-2021T02:56:40
Pressure Switch	19-10-2021T02:56:56	19-10-2021T02:56:58
Motor Fault	19-10-2021T02:57:34	19-10-2021T02:57:38
Low Level	19-10-2021T02:58:07	19-10-2021T02:58:13
Low Level	19-10-2021T02:58:37	19-10-2021T02:58:43
Emergency Stop	19-10-2021T02:59:13	19-10-2021T02:59:25
High Level	19-10-2021T02:59:44	19-10-2021T02:59:45
Low Level	19-10-2021T03:00:03	19-10-2021T03:00:16
Motor Fault	19-10-2021T03:00:47	19-10-2021T03:00:48
Low Level	19-10-2021T03:01:07	19-10-2021T03:01:13
Low Level	19-10-2021T03:01:26	19-10-2021T03:01:37
Low Level	19-10-2021T03:01:37	19-10-2021T03:01:40
Low Level	19-10-2021T03:01:46	19-10-2021T03:01:52
Emergency Stop	19-10-2021T03:01:54	19-10-2021T03:01:57
Emergency Stop	19-10-2021T03:03:01	19-10-2021T03:03:14
Emergency Stop	19-10-2021T03:03:41	19-10-2021T03:03:44
High Level	19-10-2021T03:04:08	19-10-2021T03:04:12
Low Level	19-10-2021T03:04:29	19-10-2021T03:04:35
Motor Fault	19-10-2021T03:04:43	19-10-2021T03:04:46
Motor Fault	19-10-2021T03:05:03	19-10-2021T03:05:08
Emergency Stop	19-10-2021T03:05:25	19-10-2021T03:05:28
Low Level	19-10-2021T03:06:15	19-10-2021T03:06:16
Low Level	19-10-2021T03:06:31	19-10-2021T03:06:37
Motor Fault	19-10-2021T03:06:58	19-10-2021T03:07:01
Motor Fault	19-10-2021T03:07:13	19-10-2021T03:07:25
High Level	19-10-2021T03:07:32	19-10-2021T03:07:40
Motor Fault	19-10-2021T03:07:48	19-10-2021T03:08:00
Pressure Switch	19-10-2021T03:08:17	19-10-2021T03:08:18
Motor Fault	19-10-2021T03:08:19	19-10-2021T03:08:24
High Level	19-10-2021T03:08:23	19-10-2021T03:08:24
Motor Fault	19-10-2021T03:08:38	19-10-2021T03:08:49
Motor Fault	19-10-2021T03:09:04	19-10-2021T03:09:06
High Level	19-10-2021T03:10:55	19-10-2021T03:11:05
Low Level	19-10-2021T03:12:17	19-10-2021T03:12:28
Low Level	19-10-2021T03:14:03	19-10-2021T03:14:10
Motor Fault	19-10-2021T03:14:39	19-10-2021T03:14:44
Pressure Switch	19-10-2021T03:14:59	19-10-2021T03:15:07
High Level	19-10-2021T03:15:09	19-10-2021T03:15:13
High Level	19-10-2021T03:15:31	19-10-2021T03:15:32
Pressure Switch	19-10-2021T03:15:45	19-10-2021T03:15:52
Low Level	19-10-2021T03:16:08	19-10-2021T03:16:15
High Level	19-10-2021T03:16:43	19-10-2021T03:16:54
Pressure Switch	19-10-2021T03:16:57	19-10-2021T03:17:00
Motor Fault	19-10-2021T03:17:00	19-10-2021T03:17:06
High Level	19-10-2021T03:17:31	19-10-2021T03:17:40
Pressure Switch	19-10-2021T03:18:01	19-10-2021T03:18:07
High Level	19-10-2021T03:18:16	19-10-2021T03:18:22
Pressure Switch	19-10-2021T03:19:05	19-10-2021T03:19:14
Emergency Stop	19-10-2021T03:19:21	19-10-2021T03:19:27
Emergency Stop	19-10-2021T03:19:40	19-10-2021T03:19:53
Motor Fault	19-10-2021T03:20:10	19-10-2021T03:20:20
Emergency Stop	19-10-2021T03:20:39	19-10-2021T03:20:45
Pressure Switch	19-10-2021T03:21:51	19-10-2021T03:21:58
Motor Fault	19-10-2021T03:21:54	19-10-2021T03:22:07
Pressure Switch	19-10-2021T03:22:12	19-10-2021T03:22:16
Motor Fault	19-10-2021T03:22:23	19-10-2021T03:22:26
Low Level	19-10-2021T03:22:51	19-10-2021T03:23:04
Low Level	19-10-2021T03:22:57	19-10-2021T03:23:10
High Level	19-10-2021T03:23:06	19-10-2021T03:23:17
Motor Fault	19-10-2021T03:24:01	19-10-2021T03:24:05
Pressure Switch	19-10-2021T03:24:05	19-10-2021T03:24:06
Low Level	19-10-2021T03:25:47	19-10-2021T03:25:57
Pressure Switch	19-10-2021T03:25:53	19-10-2021T03:25:56
Motor Fault	19-10-2021T03:26:12	19-10-2021T03:26:22
Motor Fault	19-10-2021T03:26:44	19-10-2021T03:26:56
Pressure Switch	19-10-2021T03:27:08	19-10-2021T03:27:13
High Level	19-10-2021T03:27:09	19-10-2021T03:27:13
Pressure Switch	19-10-2021T03:27:11	19-10-2021T03:27:14
Pressure Switch	19-10-2021T03:27:22	19-10-2021T03:27:26
Emergency Stop	19-10-2021T03:28:24	19-10-2021T03:28:37
Motor Fault	19-10-2021T03:29:20	19-10-2021T03:29:29
Emergency Stop	19-10-2021T03:29:20	19-10-2021T03:29:24
Pressure Switch	19-10-2021T03:30:18	19-10-2021T03:30:27
Low Level	19-10-2021T03:30:20	19-10-2021T03:30:32
Low Level	19-10-2021T03:31:10	19-10-2021T03:31:19
High Level	19-10-2021T03:31:10	19-10-2021T03:31:13
High Level	19-10-2021T03:31:18	19-10-2021T03:31:25
